,iid_pid,gender,condtn,samerace,race_o,field_cd,race,goal,date,go_out,career_c,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,imprace,imprelig,income,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
1143,7948,0,2,0,2,5.0,3,2,4,2,5.0,36.0,30.0,20.0,10.0,22.0,20.0,15.0,13.0,8.0,6.0,6.0,6.0,6.0,6.0,25.0,1.0,3.0,42851.37583810181,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1144,7949,0,2,0,2,5.0,3,2,4,2,5.0,61.0,28.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,10.0,10.0,10.0,7.0,8.0,25.0,1.0,3.0,53798.760630185505,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1145,7950,0,2,0,4,5.0,3,2,4,2,5.0,87.0,31.0,16.0,16.0,20.0,16.0,16.0,16.0,7.0,5.0,9.0,8.0,9.0,4.607223541633026,25.0,1.0,3.0,31346.45618609355,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1146,7951,0,2,0,1,5.0,3,2,4,2,5.0,-5.0,29.0,20.0,15.0,20.0,15.0,15.0,15.0,10.0,10.0,9.0,10.0,10.0,7.0,25.0,1.0,3.0,71491.67681506605,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1147,7952,0,2,1,3,5.0,3,2,4,2,5.0,74.0,32.0,20.0,20.0,20.0,15.0,10.0,15.0,4.0,7.0,7.0,6.0,8.0,6.0,25.0,1.0,3.0,34751.99999999999,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1148,7953,0,2,0,4,5.0,3,2,4,2,5.0,4.0,24.0,25.0,26.0,15.0,10.0,9.0,15.0,7.0,5.0,7.0,5.0,5.0,3.0,25.0,1.0,3.0,44733.07055174869,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1149,7954,0,2,0,4,5.0,3,2,4,2,5.0,19.0,29.0,15.0,20.0,20.0,20.0,5.0,20.0,8.0,8.0,8.0,8.0,8.0,8.0,25.0,1.0,3.0,69392.95829992322,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1150,7955,0,2,0,2,5.0,3,2,4,2,5.0,25.0,28.0,20.0,10.0,20.0,20.0,20.0,0.0,6.0,8.0,7.0,4.0,4.0,5.0,25.0,1.0,3.0,31208.04147855084,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1151,7956,0,2,0,2,5.0,3,2,4,2,5.0,31.0,29.0,30.0,15.0,20.0,10.0,10.0,15.0,8.0,7.0,8.0,6.0,6.0,7.0,25.0,1.0,3.0,35905.08049253552,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1152,7957,0,2,1,3,5.0,3,2,4,2,5.0,57.0,29.0,30.0,10.0,25.0,20.0,8.0,7.0,6.0,7.0,7.0,7.0,6.0,5.0,25.0,1.0,3.0,56187.80051576313,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1153,7958,0,2,0,6,5.0,3,2,4,2,5.0,12.0,30.0,30.0,0.0,30.0,30.0,10.0,0.0,8.0,10.0,10.0,2.0,8.0,1.0,25.0,1.0,3.0,56615.17343172554,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1154,7959,0,2,0,4,5.0,3,2,4,2,5.0,-4.0,20.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,10.0,10.0,8.0,10.0,8.0,25.0,1.0,3.0,53237.0287116671,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1155,7960,0,2,0,2,5.0,3,2,4,2,5.0,42.0,30.0,25.0,25.0,25.0,25.0,0.0,0.0,9.0,7.0,7.0,7.0,7.0,6.0,25.0,1.0,3.0,54745.01539064571,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1156,7961,0,2,0,6,5.0,3,2,4,2,5.0,9.0,32.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,6.0,6.0,7.0,5.0,5.0,25.0,1.0,3.0,57329.366770833236,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,10.0,5.0,9.0,4.0,10.0,25.0,25.0,20.0,10.0,10.0
1157,7962,0,2,0,2,10.0,4,2,6,4,2.0,54.0,23.0,25.0,20.0,15.0,20.0,5.0,15.0,3.0,7.0,8.0,2.0,6.0,1.0,34.0,1.0,1.0,34752.00000000001,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1158,7963,0,2,0,2,10.0,4,2,6,4,2.0,14.0,30.0,20.0,10.0,22.0,20.0,15.0,13.0,5.0,5.0,6.0,5.0,5.0,5.0,34.0,1.0,1.0,55819.88871365746,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1159,7964,0,2,0,2,10.0,4,2,6,4,2.0,58.0,28.0,40.0,20.0,20.0,20.0,0.0,0.0,6.0,10.0,9.0,10.0,9.0,10.0,34.0,1.0,1.0,37560.18040080791,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1160,7965,0,2,1,4,10.0,4,2,6,4,2.0,62.0,31.0,16.0,16.0,20.0,16.0,16.0,16.0,7.0,7.0,8.0,5.0,9.0,8.0,34.0,1.0,1.0,34751.99999999999,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1161,7966,0,2,0,1,10.0,4,2,6,4,2.0,-12.0,29.0,20.0,15.0,20.0,15.0,15.0,15.0,9.0,10.0,10.0,8.0,10.0,7.0,34.0,1.0,1.0,58406.52433577884,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1162,7967,0,2,0,3,10.0,4,2,6,4,2.0,53.0,32.0,20.0,20.0,20.0,15.0,10.0,15.0,5.0,7.0,6.0,4.0,5.0,6.0,34.0,1.0,1.0,34752.00000000001,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1163,7968,0,2,1,4,10.0,4,2,6,4,2.0,64.0,24.0,25.0,26.0,15.0,10.0,9.0,15.0,5.0,5.0,6.0,5.0,6.0,5.0,34.0,1.0,1.0,34752.0,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1164,7969,0,2,1,4,10.0,4,2,6,4,2.0,48.0,29.0,15.0,20.0,20.0,20.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,34.0,1.0,1.0,34752.0,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1165,7970,0,2,0,2,10.0,4,2,6,4,2.0,7.0,28.0,20.0,10.0,20.0,20.0,20.0,0.0,5.0,5.0,6.0,5.0,5.0,6.0,34.0,1.0,1.0,39468.89065564174,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1166,7971,0,2,0,2,10.0,4,2,6,4,2.0,91.0,29.0,30.0,15.0,20.0,10.0,10.0,15.0,7.0,6.0,8.0,5.0,7.0,4.0,34.0,1.0,1.0,28969.14121018132,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1167,7972,0,2,0,3,10.0,4,2,6,4,2.0,23.0,29.0,30.0,10.0,25.0,20.0,8.0,7.0,6.0,7.0,6.0,5.0,5.0,5.0,34.0,1.0,1.0,34545.39085152551,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1168,7973,0,2,0,6,10.0,4,2,6,4,2.0,-16.0,30.0,30.0,0.0,30.0,30.0,10.0,0.0,8.0,10.0,10.0,2.0,8.0,10.0,34.0,1.0,1.0,52567.943460589835,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1169,7974,0,2,1,4,10.0,4,2,6,4,2.0,-9.0,20.0,30.0,10.0,10.0,30.0,10.0,10.0,5.0,10.0,10.0,6.0,7.0,4.0,34.0,1.0,1.0,37763.19189077696,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1170,7975,0,2,0,2,10.0,4,2,6,4,2.0,34.0,30.0,25.0,25.0,25.0,25.0,0.0,0.0,8.0,8.0,9.0,6.0,9.0,5.0,34.0,1.0,1.0,58813.606363702245,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1171,7976,0,2,0,6,10.0,4,2,6,4,2.0,3.0,32.0,20.0,20.0,20.0,15.0,15.0,10.0,5.0,7.0,7.0,4.0,4.0,3.0,34.0,1.0,1.0,39312.22720141524,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
1172,7977,0,2,0,2,10.0,1,1,6,5,2.0,31.0,23.0,25.0,20.0,15.0,20.0,5.0,15.0,7.0,8.0,7.0,4.0,6.0,7.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1173,7978,0,2,0,2,10.0,1,1,6,5,2.0,22.0,30.0,20.0,10.0,22.0,20.0,15.0,13.0,7.0,7.0,8.0,6.0,6.0,6.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1174,7979,0,2,0,2,10.0,1,1,6,5,2.0,42.0,28.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,10.0,10.0,10.0,10.0,9.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1175,7980,0,2,0,4,10.0,1,1,6,5,2.0,54.0,31.0,16.0,16.0,20.0,16.0,16.0,16.0,9.0,9.0,9.0,9.0,9.012593603522385,8.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1176,7981,0,2,1,1,10.0,1,1,6,5,2.0,-3.0,29.0,20.0,15.0,20.0,15.0,15.0,15.0,10.0,10.0,10.0,10.0,10.0,9.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1177,7982,0,2,0,3,10.0,1,1,6,5,2.0,5.0,32.0,20.0,20.0,20.0,15.0,10.0,15.0,9.0,7.0,6.0,9.0,9.0,6.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1178,7983,0,2,0,4,10.0,1,1,6,5,2.0,-21.0,24.0,25.0,26.0,15.0,10.0,9.0,15.0,7.0,6.0,7.0,7.0,7.0,5.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1179,7984,0,2,0,4,10.0,1,1,6,5,2.0,2.0,29.0,15.0,20.0,20.0,20.0,5.0,20.0,9.0,9.0,9.0,9.0,9.0,9.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1180,7985,0,2,0,2,10.0,1,1,6,5,2.0,-7.0,28.0,20.0,10.0,20.0,20.0,20.0,0.0,8.0,7.0,8.0,8.0,9.0,7.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1181,7986,0,2,0,2,10.0,1,1,6,5,2.0,-4.0,29.0,30.0,15.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,8.0,7.0,8.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1182,7987,0,2,0,3,10.0,1,1,6,5,2.0,78.0,29.0,30.0,10.0,25.0,20.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1183,7988,0,2,0,6,10.0,1,1,6,5,2.0,32.0,30.0,30.0,0.0,30.0,30.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1184,7989,0,2,0,4,10.0,1,1,6,5,2.0,-21.0,20.0,30.0,10.0,10.0,30.0,10.0,10.0,6.0,7.0,10.0,9.0,6.0,5.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1185,7990,0,2,0,2,10.0,1,1,6,5,2.0,-6.0,30.0,25.0,25.0,25.0,25.0,0.0,0.0,7.0,7.0,7.0,9.0,8.0,6.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1186,7991,0,2,0,6,10.0,1,1,6,5,2.0,-4.0,32.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,7.0,7.0,6.0,5.0,30.0,1.0,1.0,22161.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,15.0,20.0,10.0,30.0,5.0,20.0
1187,7992,0,2,0,2,13.0,3,1,6,2,9.0,66.0,23.0,25.0,20.0,15.0,20.0,5.0,15.0,5.0,8.0,7.0,7.0,8.0,5.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1188,7993,0,2,0,2,13.0,3,1,6,2,9.0,22.0,30.0,20.0,10.0,22.0,20.0,15.0,13.0,5.0,7.0,7.0,7.0,5.0,8.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1189,7994,0,2,0,2,13.0,3,1,6,2,9.0,56.0,28.0,40.0,20.0,20.0,20.0,0.0,0.0,7.0,10.0,8.0,9.0,7.0,6.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1190,7995,0,2,0,4,13.0,3,1,6,2,9.0,38.0,31.0,16.0,16.0,20.0,16.0,16.0,16.0,8.0,7.0,7.0,7.0,7.371776590192254,7.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1191,7996,0,2,0,1,13.0,3,1,6,2,9.0,22.0,29.0,20.0,15.0,20.0,15.0,15.0,15.0,9.0,10.0,10.0,10.0,10.0,10.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1192,7997,0,2,1,3,13.0,3,1,6,2,9.0,58.0,32.0,20.0,20.0,20.0,15.0,10.0,15.0,5.0,7.0,6.0,5.0,7.0,5.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1193,7998,0,2,0,4,13.0,3,1,6,2,9.0,34.0,24.0,25.0,26.0,15.0,10.0,9.0,15.0,6.0,4.0,8.0,7.0,8.0,2.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1194,7999,0,2,0,4,13.0,3,1,6,2,9.0,61.0,29.0,15.0,20.0,20.0,20.0,5.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1195,8000,0,2,0,2,13.0,3,1,6,2,9.0,34.0,28.0,20.0,10.0,20.0,20.0,20.0,0.0,6.0,7.0,6.0,10.0,6.0,6.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1196,8001,0,2,0,2,13.0,3,1,6,2,9.0,53.0,29.0,30.0,15.0,20.0,10.0,10.0,15.0,10.0,9.0,7.0,7.0,7.0,6.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1197,8002,0,2,1,3,13.0,3,1,6,2,9.0,3.0,29.0,30.0,10.0,25.0,20.0,8.0,7.0,5.0,6.0,5.0,5.0,5.0,5.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1198,8003,0,2,0,6,13.0,3,1,6,2,9.0,9.0,30.0,30.0,0.0,30.0,30.0,10.0,0.0,10.0,8.0,10.0,8.0,2.0,1.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1199,8004,0,2,0,4,13.0,3,1,6,2,9.0,11.0,20.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,10.0,10.0,10.0,9.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1200,8005,0,2,0,2,13.0,3,1,6,2,9.0,5.0,30.0,25.0,25.0,25.0,25.0,0.0,0.0,6.0,6.0,8.0,5.0,7.0,5.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1201,8006,0,2,0,6,13.0,3,1,6,2,9.0,9.0,32.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,7.0,7.0,7.0,5.0,5.0,27.0,1.0,2.0,82734.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,9.0,8.0,3.0,5.0,6.0,9.0,5.0,10.0,15.0,30.0,10.0,15.0,20.0
1202,8007,0,2,1,2,13.0,2,5,5,2,9.0,41.0,23.0,25.0,20.0,15.0,20.0,5.0,15.0,5.0,5.0,5.0,5.0,5.0,1.0,25.0,1.0,3.0,40163.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0
1203,8008,0,2,1,2,13.0,2,5,5,2,9.0,8.0,30.0,20.0,10.0,22.0,20.0,15.0,13.0,6.0,6.0,7.0,6.0,6.0,6.0,25.0,1.0,3.0,40163.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0
1204,8009,0,2,1,2,13.0,2,5,5,2,9.0,38.0,28.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,10.0,8.0,9.0,7.0,5.0,25.0,1.0,3.0,40163.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0
1205,8010,0,2,0,4,13.0,2,5,5,2,9.0,27.0,31.0,16.0,16.0,20.0,16.0,16.0,16.0,9.0,9.0,7.0,8.0,7.624437412778916,4.06658702772619,25.0,1.0,3.0,40163.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0
1206,8011,0,2,0,1,13.0,2,5,5,2,9.0,-15.0,29.0,20.0,15.0,20.0,15.0,15.0,15.0,10.0,10.0,10.0,10.0,10.0,9.0,25.0,1.0,3.0,40163.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0
1207,8012,0,2,0,3,13.0,2,5,5,2,9.0,47.0,32.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,8.0,7.0,6.0,7.0,5.0,25.0,1.0,3.0,40163.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0
1208,8013,0,2,0,4,13.0,2,5,5,2,9.0,3.0,24.0,25.0,26.0,15.0,10.0,9.0,15.0,7.0,8.0,5.0,5.0,6.0,1.0,25.0,1.0,3.0,40163.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0
1209,8014,0,2,0,4,13.0,2,5,5,2,9.0,31.0,29.0,15.0,20.0,20.0,20.0,5.0,20.0,7.144983636163317,6.567966057329737,6.361000607498449,6.175974542997303,6.600633596223262,3.248150767801868,25.0,1.0,3.0,40163.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0
1210,8015,0,2,1,2,13.0,2,5,5,2,9.0,6.0,28.0,20.0,10.0,20.0,20.0,20.0,0.0,5.0,7.0,5.0,5.0,5.0,5.0,25.0,1.0,3.0,40163.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0
